timestamp,browser,browserVersion,os,gpu,cores,memGB,videoFile,resolution,fps,hasAudio,sizeMB,iframes,pframes,bframes,iframeMultiplier,durationSec,seekPattern,seekIndex,fromTimeSec,toTimeSec,seekDistanceSec,seekTimeMs,estimatedFrameIndex,seekDriftSec,jsHeapUsedMB,isColdStart,isStall,tabInterrupted,mean,median,p95,p99,stdDev,min,max,seekFPS,consistencyScore,degradationFactor,linearSlope,r2
2026-04-20T15:23:17.696Z,Chrome,144.0.0.0,Linux unknown,"ANGLE (AMD, AMD Radeon 890M Graphics (radeonsi gfx1150 LLVM 20.1.8), OpenGL 4.6)",24,8,bbb_sunflower_1min_480p_30fps_normal.mp4,480p,30,true,10,12,623,1165,1,60,frame,0,0,0,0,4.800000004470348,0,0,0,true,false,false,371.2912270960619,335.20000000298023,783.3999999985099,846.2999999970198,224.92601103348315,4.800000004470348,874.2999999970198,2.693303603807682,39.420596389343345,2.524761336484175,0.08771044758096272,0.04110260405771915
2026-04-20T15:23:17.696Z,Chrome,144.0.0.0,Linux unknown,"ANGLE (AMD, AMD Radeon 890M Graphics (radeonsi gfx1150 LLVM 20.1.8), OpenGL 4.6)",24,8,bbb_sunflower_1min_480p_30fps_normal.mp4,480p,30,true,10,12,623,1165,1,60,frame,1,0,0.03333333333333333,0.03333333333333333,33.69999999552965,1,0,0,false,false,false,371.2912270960619,335.20000000298023,783.3999999985099,846.2999999970198,224.92601103348315,4.800000004470348,874.2999999970198,2.693303603807682,39.420596389343345,2.524761336484175,0.08771044758096272,0.04110260405771915
2026-04-20T15:23:17.696Z,Chrome,144.0.0.0,Linux unknown,"ANGLE (AMD, AMD Radeon 890M Graphics (radeonsi gfx1150 LLVM 20.1.8), OpenGL 4.6)",24,8,bbb_sunflower_1min_480p_30fps_normal.mp4,480p,30,true,10,12,623,1165,1,60,frame,2,0.03333333333333333,0.06666666666666667,0.03333333333333333,32.899999998509884,2,0,0,false,false,false,371.2912270960619,335.20000000298023,783.3999999985099,846.2999999970198,224.92601103348315,4.800000004470348,874.2999999970198,2.693303603807682,39.420596389343345,2.524761336484175,0.08771044758096272,0.04110260405771915
2026-04-20T15:23:17.696Z,Chrome,144.0.0.0,Linux unknown,"ANGLE (AMD, AMD Radeon 890M Graphics (radeonsi gfx1150 LLVM 20.1.8), OpenGL 4.6)",24,8,bbb_sunflower_1min_480p_30fps_normal.mp4,480p,30,true,10,12,623,1165,1,60,frame,3,0.06666666666666667,0.1,0.03333333333333334,33.900000005960464,3,0,0,false,false,false,371.2912270960619,335.20000000298023,783.3999999985099,846.2999999970198,224.92601103348315,4.800000004470348,874.2999999970198,2.693303603807682,39.420596389343345,2.524761336484175,0.08771044758096272,0.04110260405771915
2026-04-20T15:23:17.696Z,Chrome,144.0.0.0,Linux unknown,"ANGLE (AMD, AMD Radeon 890M Graphics (radeonsi gfx1150 LLVM 20.1.8), OpenGL 4.6)",24,8,bbb_sunflower_1min_480p_30fps_normal.mp4,480p,30,true,10,12,623,1165,1,60,frame,4,0.1,0.13333333333333333,0.033333333333333326,34.69999999552965,4,0,0,false,false,false,371.2912270960619,335.20000000298023,783.3999999985099,846.2999999970198,224.92601103348315,4.800000004470348,874.2999999970198,2.693303603807682,39.420596389343345,2.524761336484175,0.08771044758096272,0.04110260405771915
2026-04-20T15:23:17.696Z,Chrome,144.0.0.0,Linux unknown,"ANGLE (AMD, AMD Radeon 890M Graphics (radeonsi gfx1150 LLVM 20.1.8), OpenGL 4.6)",24,8,bbb_sunflower_1min_480p_30fps_normal.mp4,480p,30,true,10,12,623,1165,1,60,frame,5,0.13333333333333333,0.16666666666666666,0.033333333333333326,62.70000000298023,5,0,0,false,false,false,371.2912270960619,335.20000000298023,783.3999999985099,846.2999999970198,224.92601103348315,4.800000004470348,874.2999999970198,2.693303603807682,39.420596389343345,2.524761336484175,0.08771044758096272,0.04110260405771915
2026-04-20T15:23:17.696Z,Chrome,144.0.0.0,Linux unknown,"ANGLE (AMD, AMD Radeon 890M Graphics (radeonsi gfx1150 LLVM 20.1.8), OpenGL 4.6)",24,8,bbb_sunflower_1min_480p_30fps_normal.mp4,480p,30,true,10,12,623,1165,1,60,frame,6,0.16666666666666666,0.19999999999999998,0.033333333333333326,54,6,0,0,false,false,false,371.2912270960619,335.20000000298023,783.3999999985099,846.2999999970198,224.92601103348315,4.800000004470348,874.2999999970198,2.693303603807682,39.420596389343345,2.524761336484175,0.08771044758096272,0.04110260405771915
2026-04-20T15:23:17.696Z,Chrome,144.0.0.0,Linux unknown,"ANGLE (AMD, AMD Radeon 890M Graphics (radeonsi gfx1150 LLVM 20.1.8), OpenGL 4.6)",24,8,bbb_sunflower_1min_480p_30fps_normal.mp4,480p,30,true,10,12,623,1165,1,60,frame,7,0.19999999999999998,0.2333333333333333,0.033333333333333326,48.79999999701977,7,0,0,false,false,false,371.2912270960619,335.20000000298023,783.3999999985099,846.2999999970198,224.92601103348315,4.800000004470348,874.2999999970198,2.693303603807682,39.420596389343345,2.524761336484175,0.08771044758096272,0.04110260405771915
2026-04-20T15:23:17.696Z,Chrome,144.0.0.0,Linux unknown,"ANGLE (AMD, AMD Radeon 890M Graphics (radeonsi gfx1150 LLVM 20.1.8), OpenGL 4.6)",24,8,bbb_sunflower_1min_480p_30fps_normal.mp4,480p,30,true,10,12,623,1165,1,60,frame,8,0.2333333333333333,0.26666666666666666,0.033333333333333354,66.30000000447035,8,0,0,false,false,false,371.2912270960619,335.20000000298023,783.3999999985099,846.2999999970198,224.92601103348315,4.800000004470348,874.2999999970198,2.693303603807682,39.420596389343345,2.524761336484175,0.08771044758096272,0.04110260405771915
2026-04-20T15:23:17.696Z,Chrome,144.0.0.0,Linux unknown,"ANGLE (AMD, AMD Radeon 890M Graphics (radeonsi gfx1150 LLVM 20.1.8), OpenGL 4.6)",24,8,bbb_sunflower_1min_480p_30fps_normal.mp4,480p,30,true,10,12,623,1165,1,60,frame,9,0.26666666666666666,0.3,0.033333333333333326,53.599999994039536,9,0,0,false,false,false,371.2912270960619,335.20000000298023,783.3999999985099,846.2999999970198,224.92601103348315,4.800000004470348,874.2999999970198,2.693303603807682,39.420596389343345,2.524761336484175,0.08771044758096272,0.04110260405771915
2026-04-20T15:23:17.696Z,Chrome,144.0.0.0,Linux unknown,"ANGLE (AMD, AMD Radeon 890M Graphics (radeonsi gfx1150 LLVM 20.1.8), OpenGL 4.6)",24,8,bbb_sunflower_1min_480p_30fps_normal.mp4,480p,30,true,10,12,623,1165,1,60,frame,10,0.3,0.3333333333333333,0.033333333333333326,67.70000000298023,10,0,0,false,false,false,371.2912270960619,335.20000000298023,783.3999999985099,846.2999999970198,224.92601103348315,4.800000004470348,874.2999999970198,2.693303603807682,39.420596389343345,2.524761336484175,0.08771044758096272,0.04110260405771915
